"i1"	"i2"	"i3"	"i4"	"i5"	"i6"	"i7"	"i8"	"i9"	"i10"	"i11"	"i12"	"i13"	"i14"	"i15"	"i16"	"i17"	"i18"	"i19"	"i20"	"i21"	"i22"	"i23"	"i24"	"i25"	"i26"	"i27"	"i28"	"i29"	"i30"	"i31"	"i32"	"i33"	"i34"	"i35"	"i36"	"i37"	"i38"	"i39"	"i40"	"i41"	"i42"	"i43"	"i44"	"i45"	"i46"	"i47"	"i48"	"i49"	"i50"	"i51"	"i52"	"i53"	"i54"	"i55"	"i56"
"957"	99	1	1	99	1	99	99	99	99	1	99	1	99	99	99	1	99	99	99	99	99	99	99	99	99	0	99	99	0	99	0	99	99	99	0	0	0	99	99	99	0	99	99	0	99	99	1	99	99	99	99	99	99	99	99	99
"958"	99	1	1	99	1	99	99	99	99	1	99	1	99	99	99	1	99	99	99	99	99	99	99	99	99	0	99	99	1	99	1	99	99	99	1	1	1	99	99	99	0	99	99	0	99	99	1	99	99	99	99	99	99	99	99	99
"959"	99	1	1	99	1	99	99	99	99	1	99	1	99	99	99	1	99	99	99	99	99	99	99	99	99	0	99	99	0	99	1	99	99	99	0	0	0	99	99	99	0	99	99	0	99	99	0	99	99	99	99	99	99	99	99	99
"960"	99	1	1	99	1	99	99	99	99	1	99	1	99	99	99	1	99	99	99	99	99	99	99	99	99	0	99	99	0	99	1	99	99	99	0	0	0	99	99	99	0	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99
"961"	99	1	1	99	1	99	99	99	99	1	99	1	99	99	99	1	99	99	99	99	99	99	99	99	99	1	99	99	1	99	1	99	99	99	0	1	0	99	99	99	0	99	99	0	99	99	0	99	99	99	99	99	99	99	99	99
"962"	99	1	1	99	1	99	99	99	99	1	99	1	99	99	99	1	99	99	99	99	99	99	99	99	99	0	99	99	0	99	0	99	99	99	0	1	0	99	99	99	1	99	99	0	99	99	1	99	99	99	99	99	99	99	99	99
"963"	99	1	1	99	1	99	99	99	99	1	99	1	99	99	99	1	99	99	99	99	99	99	99	99	99	1	99	99	1	99	1	99	99	99	0	0	0	99	99	99	0	99	99	0	99	99	0	99	99	99	99	99	99	99	99	99
"964"	99	1	1	99	1	99	99	99	99	1	99	1	99	99	99	1	99	99	99	99	99	99	99	99	99	0	99	99	0	99	1	99	99	99	1	0	0	99	99	99	0	99	99	1	99	99	0	99	99	99	99	99	99	99	99	99
"965"	99	1	1	99	1	99	99	99	99	1	99	1	99	99	99	1	99	99	99	99	99	99	99	99	99	0	99	99	0	99	0	99	99	99	0	0	0	99	99	99	0	99	99	0	99	99	1	99	99	99	99	99	99	99	99	99
"966"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"967"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	1	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"968"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	1	1	99	99	99	99	99	1	99	1	99	1	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"969"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	1	99	99	99	99	99	99	99	99	99	99
"970"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	1	99	99	99	99	99	0	99	1	99	0	0	99	0	99	99	1	99	99	99	99	99	99	99	99	99	99
"971"	99	0	99	99	99	99	0	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	1	0	99	0	99	99	1	99	99	99	99	99	99	99	99	99	99
"972"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	0	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	1	99	99	0	99	99	99	99	99	99	99	99	99	99
"973"	99	1	99	99	99	99	1	0	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"974"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"975"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"976"	99	0	99	99	99	99	1	0	0	99	99	0	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	1	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"977"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"978"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	1	99	99	99	99	99	1	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"979"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	1	99	1	99	1	0	99	1	99	99	0	99	99	99	99	99	99	99	99	99	99
"980"	99	1	99	99	99	99	1	1	1	99	99	0	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"981"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	1	0	99	99	99	99	99	0	99	1	99	1	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"982"	99	1	99	99	99	99	0	0	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	1	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"983"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"984"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	1	99	99	99	99	99	99	99	99	99	99
"985"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	0	0	99	99	99	99	99	0	99	1	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"986"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"987"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"988"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	1	99	99	0	99	99	99	99	99	99	99	99	99	99
"989"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	1	0	99	99	99	99	99	0	99	0	99	1	1	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"990"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	1	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"991"	99	1	99	99	99	99	1	1	0	99	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	1	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"992"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"993"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	0	0	99	99	99	99	99	0	99	0	99	0	1	99	1	99	99	0	99	99	99	99	99	99	99	99	99	99
"994"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"995"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99
"996"	99	1	99	99	99	99	1	1	0	99	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99	99	1	99	0	1	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"997"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	1	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"998"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	1	99	1	99	0	1	99	0	99	99	1	99	99	99	99	99	99	99	99	99	99
"999"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	1	99	1	99	0	1	99	0	99	99	1	99	99	99	99	99	99	99	99	99	99
"1000"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	1	99	1	99	0	1	99	0	99	99	1	99	99	99	99	99	99	99	99	99	99
"1001"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1002"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	1	1	99	99	99	99	99	1	99	1	99	1	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1003"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	0	0	99	99	99	99	99	1	99	1	99	1	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1004"	99	1	99	99	99	99	1	1	1	99	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99	99	1	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1005"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	1	99	1	99	1	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1006"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	1	1	99	99	99	99	99	1	99	1	99	1	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1007"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	1	1	99	99	99	99	99	1	99	1	99	1	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1008"	99	0	99	99	99	99	1	0	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	1	1	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1009"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1010"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	1	99	1	0	99	0	99	99	1	99	99	99	99	99	99	99	99	99	99
"1011"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1012"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	0	1	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	1	99	99	99	99	99	99	99	99	99	99
"1013"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	1	1	99	99	99	99	99	1	99	1	99	1	0	99	0	99	99	1	99	99	99	99	99	99	99	99	99	99
"1014"	99	1	99	99	99	99	1	1	0	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	1	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1015"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	1	0	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99
"1016"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	1	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1017"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	1	99	0	99	0	1	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1018"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1019"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1020"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	1	1	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1021"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	1	1	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1022"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1023"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1024"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	0	1	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1025"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1026"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1027"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1028"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99
"1029"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	1	99	99	99	99	99	1	99	0	99	0	1	99	0	99	99	1	99	99	99	99	99	99	99	99	99	99
"1030"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	1	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1031"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	0	1	99	99	99	99	99	1	99	1	99	1	0	99	1	99	99	0	99	99	99	99	99	99	99	99	99	99
"1032"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	1	1	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1033"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	1	99	99	0	99	99	99	99	99	99	99	99	99	99
"1034"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1035"	99	1	99	99	99	99	0	1	0	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1036"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	1	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1037"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1038"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1039"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	1	0	99	99	99	99	99	1	99	0	99	0	0	99	1	99	99	0	99	99	99	99	99	99	99	99	99	99
"1040"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	1	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1041"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	1	1	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1042"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1043"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	0	1	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1044"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	1	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1045"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1046"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	1	99	0	99	0	0	99	0	99	99	1	99	99	99	99	99	99	99	99	99	99
"1047"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	1	99	99	99	99	99	1	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1048"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	0	1	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	1	99	99	99	99	99	99	99	99	99	99
"1049"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	1	1	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1050"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	1	0	99	99	99	99	99	0	99	0	99	0	1	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1051"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	0	0	99	99	99	99	99	1	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1052"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	0	1	99	99	99	99	99	1	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1053"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	1	99	99	99	99	99	0	99	1	99	0	0	99	1	99	99	0	99	99	99	99	99	99	99	99	99	99
"1054"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	1	99	1	99	1	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1055"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1056"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	1	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1057"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	0	0	99	99	99	99	99	1	99	0	99	0	0	99	0	99	99	1	99	99	99	99	99	99	99	99	99	99
"1058"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	0	1	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1059"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	1	1	99	99	99	99	99	1	99	1	99	1	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1060"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	1	1	99	99	99	99	99	1	99	1	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1061"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1062"	99	1	99	99	99	99	1	1	1	99	99	0	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	1	99	99	99	99	99	0	99	1	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1063"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	1	1	99	99	99	99	99	1	99	1	99	1	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1064"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1065"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	1	99	1	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1066"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	1	1	99	99	99	99	99	0	99	0	99	1	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1067"	99	1	99	99	99	99	1	1	0	99	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99	99	0	99	0	1	99	99	99	99	99	0	99	0	99	0	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1068"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	0	99	0	0	99	99	99	99	99	1	99	1	99	0	0	99	0	99	99	1	99	99	99	99	99	99	99	99	99	99
"1069"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	1	1	99	99	99	99	99	1	99	1	99	1	0	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1070"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	1	1	99	99	99	99	99	1	99	1	99	1	0	99	1	99	99	0	99	99	99	99	99	99	99	99	99	99
"1071"	99	1	99	99	99	99	1	1	1	99	99	1	99	99	1	99	99	99	99	99	99	99	99	99	99	99	1	99	1	1	99	99	99	99	99	0	99	0	99	0	1	99	0	99	99	0	99	99	99	99	99	99	99	99	99	99
"1072"	1	99	0	99	99	0	99	99	0	99	0	99	99	99	99	0	99	99	99	99	99	99	99	99	0	99	0	99	99	99	0	99	0	0	99	99	1	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
"1073"	0	99	0	99	99	0	99	99	0	99	0	99	99	99	99	0	99	99	99	99	99	99	99	99	0	99	0	99	99	99	0	99	0	0	99	99	0	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
